productID,productName,userID,productCategory,productCondition,brand,features,description,productPrice,productImage,addTime,productStatus,numberOfVisit
417,Bamity,627,6,Old,"Breitenberg, Becker and Halvorson",NULL,"posuere cubilia curae mauris viverra",38.63,http://dummyimage.com/219x100.png/5fa2dd/ffffff,"2020-02-12 20:27:38",Sold,10
418,Biodex,233,9,Old,"Gerlach, Thompson and Rosenbaum",NULL,"venenatis non sodales sed tincidunt",65.4,http://dummyimage.com/113x100.png/dddddd/000000,"2020-03-17 23:51:37",Sold,39
419,Bamity,728,6,New,"Brakus Inc","et magnis dis parturient montes nascetur ridiculus",NULL,83.81,http://dummyimage.com/180x100.png/5fa2dd/ffffff,"2021-02-04 13:06:01",unSold,88
420,Veribet,68,1,New,"Schroeder Inc","arcu libero",nulla,30.39,http://dummyimage.com/111x100.png/cc0000/ffffff,"2021-08-10 14:09:02",Sold,29
421,"Fix San",96,5,Old,"Miller, Lesch and Hyatt",sapien,NULL,32.4,http://dummyimage.com/105x100.png/ff4444/ffffff,"2021-04-07 18:01:55",unSold,90
422,Zaam-Dox,309,5,Old,"Hirthe, Keebler and Nienow","accumsan felis ut at dolor quis","nulla suscipit",29.74,http://dummyimage.com/132x100.png/ff4444/ffffff,"2021-07-09 20:16:47",Sold,89
423,Stim,440,8,New,Mueller-Toy,NULL,NULL,69.74,http://dummyimage.com/146x100.png/dddddd/000000,"2020-12-22 20:58:07",unSold,50
424,Subin,999,4,New,"Kautzer, Huels and Bosco","sem praesent id",NULL,64.58,http://dummyimage.com/239x100.png/5fa2dd/ffffff,"2020-08-05 04:47:22",unSold,86
425,Aerified,166,7,Old,"Grimes LLC","donec posuere metus vitae ipsum",in,12.35,http://dummyimage.com/150x100.png/dddddd/000000,"2021-08-18 22:42:08",Sold,29
426,Viva,253,9,New,"Kertzmann, Lehner and Glover",NULL,NULL,72.81,http://dummyimage.com/111x100.png/dddddd/000000,"2021-07-23 12:26:17",Sold,65
427,Solarbreeze,773,5,New,Hyatt-Douglas,"libero rutrum ac lobortis vel","duis mattis egestas metus aenean fermentum donec ut",64.36,http://dummyimage.com/240x100.png/dddddd/000000,"2021-02-16 04:52:15",unSold,43
428,Opela,92,3,New,"Trantow and Sons",NULL,NULL,15.17,http://dummyimage.com/140x100.png/dddddd/000000,"2020-10-06 14:25:31",unSold,17
429,Stronghold,176,8,Old,"Friesen, Strosin and Bahringer","pretium iaculis justo",NULL,27.69,http://dummyimage.com/200x100.png/ff4444/ffffff,"2020-08-28 19:10:39",unSold,100
430,Asoka,380,7,New,Senger-Sanford,"enim lorem ipsum dolor sit",mattis,98.04,http://dummyimage.com/117x100.png/dddddd/000000,"2020-08-26 05:11:47",unSold,7
431,Tampflex,942,4,Old,"Goyette, Tremblay and Kunze","in faucibus orci luctus et ultrices posuere cubilia curae nulla","semper est quam pharetra magna ac",95.04,http://dummyimage.com/112x100.png/cc0000/ffffff,"2021-02-20 13:31:18",unSold,77
432,Fintone,337,4,Old,Mayert-Price,"nulla mollis molestie","nibh quisque id justo",52.14,http://dummyimage.com/127x100.png/cc0000/ffffff,"2020-11-30 03:54:13",unSold,18
433,Tres-Zap,263,5,New,Runolfsson-Williamson,"pharetra magna","tempor convallis nulla neque",47.5,http://dummyimage.com/228x100.png/cc0000/ffffff,"2020-04-18 17:35:23",Sold,80
434,Lotlux,8,9,New,"Carter LLC",NULL,NULL,46.9,http://dummyimage.com/157x100.png/dddddd/000000,"2021-03-20 14:13:02",unSold,26
435,Rank,264,8,New,"Lind, Weimann and Marvin","consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien","a feugiat",23.31,http://dummyimage.com/229x100.png/5fa2dd/ffffff,"2020-11-30 03:46:04",Sold,26
436,Wrapsafe,631,3,Old,"Reinger Inc","ut rhoncus aliquet pulvinar sed nisl nunc rhoncus",turpis,98.01,http://dummyimage.com/133x100.png/dddddd/000000,"2020-05-02 13:28:49",Sold,9
437,Gembucket,595,3,New,"Cassin, Bernhard and Murphy","vestibulum sagittis sapien cum",NULL,81.99,http://dummyimage.com/130x100.png/dddddd/000000,"2020-03-07 17:57:04",unSold,23
438,Stim,389,1,New,"Rath, Howe and Brakus","sollicitudin mi sit amet lobortis sapien sapien",NULL,59.65,http://dummyimage.com/176x100.png/5fa2dd/ffffff,"2020-06-30 02:43:24",unSold,65
439,Rank,934,5,New,Legros-Wiza,"faucibus accumsan","laoreet ut rhoncus aliquet",77.45,http://dummyimage.com/164x100.png/cc0000/ffffff,"2020-07-30 21:21:13",Sold,65
440,Tin,949,2,Old,Fisher-Hoeger,NULL,"iaculis congue vivamus metus arcu",37.08,http://dummyimage.com/125x100.png/cc0000/ffffff,"2020-06-24 20:59:52",Sold,91
441,Lotlux,237,4,New,Abernathy-Jacobson,"ultrices posuere cubilia curae duis faucibus accumsan","a nibh in quis justo maecenas rhoncus",42.59,http://dummyimage.com/159x100.png/ff4444/ffffff,"2020-10-21 08:52:06",unSold,17
442,Vagram,131,5,Old,Wyman-Swift,"dapibus duis at velit eu est congue elementum in",NULL,78.54,http://dummyimage.com/219x100.png/dddddd/000000,"2020-01-14 12:29:53",unSold,36
443,Keylex,471,5,Old,"Schmeler Group","rhoncus aliquam lacus morbi","augue quam sollicitudin vitae consectetuer eget",5.81,NULL,"2020-11-06 21:36:19",unSold,47
444,Asoka,870,4,New,"Simonis, Schroeder and Ferry","ac lobortis","sem sed",63.84,http://dummyimage.com/244x100.png/dddddd/000000,"2021-08-20 10:39:39",Sold,49
445,Kanlam,566,8,New,"Lehner, Will and Prohaska","dictumst morbi vestibulum velit id pretium iaculis diam erat",NULL,41.03,http://dummyimage.com/244x100.png/5fa2dd/ffffff,"2020-12-02 17:45:17",unSold,67
446,Konklab,752,3,New,"Moen Group","odio justo",NULL,70.34,http://dummyimage.com/134x100.png/cc0000/ffffff,"2020-09-19 20:02:32",Sold,9
447,Lotstring,779,1,Old,Roberts-Green,"sapien non mi",ullamcorper,54.98,http://dummyimage.com/168x100.png/ff4444/ffffff,"2020-03-21 04:01:20",Sold,4
448,Treeflex,910,8,Old,"Botsford, Farrell and Borer","duis ac nibh fusce",lorem,89.19,http://dummyimage.com/234x100.png/cc0000/ffffff,"2021-02-26 09:56:09",unSold,71
449,Subin,24,8,New,"Barton Group","amet nulla quisque arcu libero rutrum ac",tempus,43.8,http://dummyimage.com/196x100.png/ff4444/ffffff,"2021-03-14 23:45:58",unSold,6
450,Trippledex,744,2,Old,Schowalter-Collier,NULL,"accumsan felis ut at dolor quis odio consequat varius",31.22,http://dummyimage.com/183x100.png/dddddd/000000,"2021-08-20 07:57:53",Sold,17
451,Bytecard,89,7,Old,"Vandervort Inc",sem,"sed sagittis nam",51.3,http://dummyimage.com/164x100.png/dddddd/000000,"2020-07-27 19:48:37",unSold,60
452,Otcom,455,2,Old,Bashirian-Mann,"erat curabitur gravida nisi at",NULL,24.86,http://dummyimage.com/191x100.png/ff4444/ffffff,"2021-01-15 06:39:27",Sold,79
453,Konklux,614,5,New,"Wolf, Thiel and Schaefer","condimentum id luctus nec molestie sed justo pellentesque viverra","placerat ante nulla justo aliquam quis turpis eget elit",78.87,http://dummyimage.com/105x100.png/cc0000/ffffff,"2021-06-02 17:06:04",Sold,73
454,Stim,44,8,New,"Bayer, Ferry and Metz","habitasse platea dictumst aliquam augue quam sollicitudin","purus aliquet at feugiat non pretium quis lectus",34.16,http://dummyimage.com/137x100.png/cc0000/ffffff,"2020-10-21 16:15:00",unSold,2
455,Namfix,559,5,New,Keebler-Runolfsson,"donec pharetra magna vestibulum aliquet ultrices","orci eget",26.24,http://dummyimage.com/155x100.png/5fa2dd/ffffff,"2021-02-01 09:09:12",unSold,1
456,Veribet,742,3,Old,"Terry, Nitzsche and Conroy","nullam porttitor lacus at turpis donec posuere metus","placerat ante nulla justo aliquam quis turpis eget elit sodales",93.53,http://dummyimage.com/196x100.png/ff4444/ffffff,"2020-07-22 06:13:25",unSold,11
457,Tempsoft,542,2,Old,"Conn, Brown and Kilback","risus praesent lectus vestibulum quam sapien","sapien dignissim vestibulum vestibulum",28.38,http://dummyimage.com/187x100.png/cc0000/ffffff,"2020-12-18 22:26:48",unSold,84
458,Keylex,887,7,New,Williamson-Leffler,NULL,NULL,6.96,http://dummyimage.com/228x100.png/cc0000/ffffff,"2021-01-31 07:03:04",unSold,93
459,Duobam,502,4,New,"Ankunding LLC","amet consectetuer adipiscing elit","nisi at nibh",59.85,http://dummyimage.com/217x100.png/ff4444/ffffff,"2021-05-08 21:46:09",unSold,52
460,Biodex,956,8,New,Jakubowski-Farrell,urna,"primis in faucibus orci",79.81,http://dummyimage.com/217x100.png/5fa2dd/ffffff,"2020-12-12 09:22:36",Sold,38
461,Cookley,455,2,Old,"Collier LLC","quisque ut erat curabitur gravida nisi at nibh in hac",NULL,2.65,http://dummyimage.com/104x100.png/cc0000/ffffff,"2020-02-13 05:32:48",unSold,68
462,Voyatouch,997,2,New,"Trantow and Sons","mi in porttitor pede","metus aenean fermentum donec",27.72,http://dummyimage.com/125x100.png/dddddd/000000,"2021-06-12 21:23:10",Sold,23
463,Alphazap,230,8,Old,"Stroman, Sanford and Steuber","viverra dapibus nulla",NULL,9.78,http://dummyimage.com/172x100.png/cc0000/ffffff,"2020-09-29 12:07:17",unSold,78
464,Cardguard,283,4,Old,"Rippin, Halvorson and Gutmann","platea dictumst aliquam augue",NULL,59.05,http://dummyimage.com/136x100.png/cc0000/ffffff,"2021-02-02 21:43:15",Sold,92
465,Trippledex,572,1,New,Yundt-Parker,NULL,"elementum nullam",24.38,http://dummyimage.com/182x100.png/dddddd/000000,"2020-01-21 01:39:21",unSold,36
466,Sonair,429,4,Old,"Larson, Gibson and Strosin",NULL,NULL,69.58,http://dummyimage.com/233x100.png/ff4444/ffffff,"2021-03-17 02:24:48",unSold,8
467,Viva,933,6,New,"Bernhard Inc","neque aenean auctor",NULL,56.31,http://dummyimage.com/140x100.png/dddddd/000000,"2021-07-20 10:29:50",unSold,28
468,Voyatouch,285,8,New,"Turner LLC","nulla nisl nunc nisl duis bibendum","ipsum primis in faucibus orci luctus et ultrices",64.8,http://dummyimage.com/155x100.png/dddddd/000000,"2020-01-07 07:32:26",Sold,96
469,Prodder,713,7,Old,"Bailey, Gulgowski and Gulgowski","eu tincidunt in leo maecenas pulvinar lobortis est phasellus","posuere nonummy integer non velit",38.04,http://dummyimage.com/202x100.png/5fa2dd/ffffff,"2020-01-23 06:15:38",unSold,79
470,Tresom,78,5,Old,"Maggio, MacGyver and Rippin",NULL,"venenatis turpis enim blandit",95.39,http://dummyimage.com/224x100.png/5fa2dd/ffffff,"2020-05-12 04:45:01",Sold,41
471,Holdlamis,637,7,Old,"Schmitt, Feest and Carter",NULL,"velit eu est congue elementum in",23.68,http://dummyimage.com/149x100.png/cc0000/ffffff,"2020-04-12 23:28:30",Sold,15
472,Veribet,539,5,New,"Tromp, Schmitt and Morar","amet sapien dignissim vestibulum",NULL,9.06,http://dummyimage.com/144x100.png/dddddd/000000,"2021-08-01 07:10:32",Sold,27
473,Y-find,253,8,Old,Rohan-Sporer,"odio cras mi pede malesuada in imperdiet et","tristique in tempus sit amet sem fusce consequat",25.43,http://dummyimage.com/211x100.png/ff4444/ffffff,"2020-11-10 07:11:25",unSold,75
474,Namfix,111,3,New,"Hartmann Inc",felis,NULL,64.17,http://dummyimage.com/188x100.png/dddddd/000000,"2020-04-15 11:31:21",unSold,17
475,"Home Ing",674,5,Old,Weimann-Mayert,"vulputate vitae nisl",in,14.68,http://dummyimage.com/231x100.png/cc0000/ffffff,"2020-07-14 18:06:14",Sold,20
476,Wrapsafe,162,3,Old,"Welch Group","in quam fringilla",id,18.85,http://dummyimage.com/133x100.png/ff4444/ffffff,"2020-12-26 14:57:41",Sold,66
477,Bitchip,760,3,Old,"Yost, Kovacek and Grant",sapien,"vulputate luctus cum sociis natoque penatibus et magnis",71.35,http://dummyimage.com/149x100.png/dddddd/000000,"2021-04-14 02:33:07",Sold,53
478,Duobam,677,1,Old,Marks-Mills,"dolor morbi vel",NULL,89.64,http://dummyimage.com/145x100.png/ff4444/ffffff,"2020-11-30 14:48:10",unSold,50
479,Redhold,809,1,Old,Beatty-Kemmer,"natoque penatibus et magnis dis parturient",NULL,50.04,http://dummyimage.com/233x100.png/5fa2dd/ffffff,"2020-02-02 14:25:51",unSold,65
480,Fixflex,737,9,Old,"Pacocha, Zboncak and Kuphal","tempor turpis",sem,94.5,http://dummyimage.com/132x100.png/dddddd/000000,"2020-11-06 23:05:32",unSold,97
481,Job,505,6,New,"Spencer and Sons",magna,suscipit,27.62,http://dummyimage.com/183x100.png/5fa2dd/ffffff,"2020-02-26 12:21:27",Sold,93
482,Flexidy,392,5,New,"Mayert Group","eu interdum eu tincidunt in leo maecenas pulvinar lobortis","pharetra magna ac consequat metus sapien ut",85.36,http://dummyimage.com/126x100.png/cc0000/ffffff,"2020-04-03 01:43:35",Sold,97
483,Asoka,73,2,Old,"Abshire, Hudson and Fritsch",ante,"a libero nam dui proin leo odio",99.39,http://dummyimage.com/107x100.png/cc0000/ffffff,"2020-10-24 21:05:48",unSold,78
484,"Quo Lux",358,6,New,"Bradtke LLC","at velit eu est congue elementum in hac habitasse","nullam porttitor lacus at turpis donec posuere",36.6,http://dummyimage.com/244x100.png/cc0000/ffffff,"2021-08-16 18:00:25",Sold,21
485,Bitwolf,959,2,Old,"Windler Group","odio elementum eu",NULL,38.05,http://dummyimage.com/151x100.png/cc0000/ffffff,"2020-04-17 21:19:49",unSold,36
486,Opela,963,6,Old,"Stanton LLC","quis tortor id","in consequat ut nulla sed accumsan felis ut",31.55,http://dummyimage.com/154x100.png/cc0000/ffffff,"2020-06-28 15:23:19",unSold,28
487,Transcof,882,4,New,"Blanda, Reynolds and Aufderhar","praesent id massa id nisl venenatis lacinia aenean sit amet",NULL,58.91,http://dummyimage.com/139x100.png/cc0000/ffffff,"2021-01-29 05:01:40",Sold,40
488,Job,902,3,Old,Dooley-Wilkinson,"duis ac nibh","est phasellus sit amet erat nulla tempus vivamus in",2.01,http://dummyimage.com/197x100.png/dddddd/000000,"2021-08-28 00:16:11",Sold,60
489,Sub-Ex,446,4,New,"Schinner, Lang and Jakubowski","lobortis est phasellus","semper sapien a libero",10.03,http://dummyimage.com/234x100.png/ff4444/ffffff,"2020-07-07 23:18:43",Sold,12
490,Bitwolf,764,3,Old,"Rodriguez and Sons","aliquam augue quam",sodales,82.34,http://dummyimage.com/178x100.png/ff4444/ffffff,"2021-02-10 18:09:33",Sold,66
491,Zathin,58,3,New,"Zemlak, Hermiston and Mills",NULL,NULL,90.46,http://dummyimage.com/106x100.png/cc0000/ffffff,"2021-05-14 22:01:25",unSold,68
492,Konklux,145,5,Old,"Rippin and Sons","mauris non ligula","malesuada in imperdiet et commodo vulputate justo in blandit ultrices",4.49,http://dummyimage.com/235x100.png/cc0000/ffffff,"2020-06-16 20:06:51",Sold,69
493,Subin,357,4,Old,"Ruecker, Wuckert and Cassin","ac lobortis vel dapibus at diam nam",pretium,17.82,http://dummyimage.com/218x100.png/cc0000/ffffff,"2020-06-05 21:50:18",unSold,28
494,Greenlam,844,6,New,"Monahan, Murray and Frami","odio consequat varius integer",posuere,7.46,http://dummyimage.com/165x100.png/ff4444/ffffff,"2021-05-02 21:13:17",Sold,99
495,Redhold,880,1,Old,"Roberts LLC","sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt","sed vestibulum sit amet",5.41,http://dummyimage.com/212x100.png/ff4444/ffffff,"2021-06-26 05:29:40",Sold,90
496,Toughjoyfax,246,7,New,"O'Reilly and Sons","amet eleifend pede libero quis orci",NULL,37.17,http://dummyimage.com/220x100.png/5fa2dd/ffffff,"2020-12-02 04:29:55",Sold,59
497,Matsoft,426,2,New,Braun-Ankunding,NULL,NULL,75.74,http://dummyimage.com/163x100.png/5fa2dd/ffffff,"2020-12-31 16:54:54",Sold,38
498,Domainer,599,5,Old,"Ullrich LLC","amet lobortis sapien sapien non mi",eros,11.99,http://dummyimage.com/167x100.png/ff4444/ffffff,"2021-06-28 21:24:42",Sold,92
499,Ventosanzap,842,9,Old,"Donnelly and Sons","tincidunt lacus at velit vivamus",NULL,52.38,http://dummyimage.com/214x100.png/5fa2dd/ffffff,"2021-06-19 05:46:04",unSold,17
500,Alphazap,721,1,Old,Dooley-Kemmer,turpis,"libero nullam sit amet",50.16,http://dummyimage.com/124x100.png/5fa2dd/ffffff,"2020-10-01 02:21:24",Sold,18
501,Y-find,187,3,New,"Monahan, Kuvalis and Champlin","eget eros elementum pellentesque quisque porta volutpat erat quisque erat","donec dapibus duis",58.69,http://dummyimage.com/106x100.png/cc0000/ffffff,"2020-05-05 21:52:53",Sold,42
502,"Fix San",35,2,Old,Howell-Maggio,"semper sapien a libero nam dui proin leo","duis faucibus accumsan odio curabitur convallis duis",34.39,http://dummyimage.com/187x100.png/ff4444/ffffff,"2020-02-27 04:36:16",unSold,75
503,Job,164,2,New,"Pollich Group","pellentesque eget nunc donec","quam sapien varius ut blandit non",54.69,http://dummyimage.com/100x100.png/cc0000/ffffff,"2020-04-05 05:43:54",unSold,6
504,"Mat Lam Tam",336,1,Old,"Moore LLC","ligula sit amet","sit amet erat nulla tempus vivamus in felis",75.38,http://dummyimage.com/233x100.png/cc0000/ffffff,"2020-03-17 14:08:51",Sold,64
505,Sub-Ex,828,5,New,"Price Group","mi pede","consequat morbi",96.48,http://dummyimage.com/196x100.png/dddddd/000000,"2021-07-13 01:00:04",Sold,26
506,Matsoft,723,2,New,"Cruickshank, Rath and Koelpin",NULL,suspendisse,53.52,http://dummyimage.com/166x100.png/dddddd/000000,"2021-05-01 23:09:04",Sold,51
507,Zamit,822,1,Old,"Huels and Sons",NULL,NULL,85.26,http://dummyimage.com/123x100.png/5fa2dd/ffffff,"2020-05-28 21:48:38",unSold,91
508,Opela,24,9,Old,"Johnson, Halvorson and Schaden",magna,NULL,19.84,http://dummyimage.com/217x100.png/cc0000/ffffff,"2020-04-17 19:25:15",unSold,54
509,Bitwolf,61,9,Old,"McCullough LLC",NULL,NULL,18.55,http://dummyimage.com/147x100.png/5fa2dd/ffffff,"2021-05-24 02:18:00",unSold,91
510,Viva,626,9,Old,"Jakubowski Group","aliquam lacus morbi quis tortor id nulla","massa volutpat convallis morbi odio odio elementum eu interdum eu",84.1,http://dummyimage.com/108x100.png/5fa2dd/ffffff,"2020-06-16 11:30:58",unSold,89
511,"Home Ing",68,5,Old,Lynch-Dietrich,"hac habitasse platea dictumst aliquam augue quam",NULL,48.63,http://dummyimage.com/134x100.png/dddddd/000000,"2021-07-28 22:20:24",Sold,24
512,"Mat Lam Tam",376,1,New,"Green Group",non,"a odio in hac habitasse platea dictumst",36.7,NULL,"2021-07-29 16:38:31",unSold,6
513,Wrapsafe,234,6,New,"Kreiger, Auer and Will","ultrices posuere cubilia curae nulla dapibus","ullamcorper purus sit amet nulla quisque arcu libero",25.07,http://dummyimage.com/206x100.png/ff4444/ffffff,"2020-12-27 18:56:39",Sold,81
514,Prodder,359,7,Old,"Wyman Inc",NULL,"curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin",64.24,http://dummyimage.com/175x100.png/5fa2dd/ffffff,"2020-04-29 08:10:40",Sold,57
515,Flexidy,661,3,Old,"Durgan LLC","nulla integer pede justo lacinia eget tincidunt eget",NULL,40.11,http://dummyimage.com/171x100.png/cc0000/ffffff,"2020-05-21 06:51:05",Sold,35
516,Greenlam,207,4,Old,Boehm-Koss,"ligula pellentesque ultrices","et eros vestibulum ac est lacinia nisi",90.26,http://dummyimage.com/183x100.png/dddddd/000000,"2020-05-02 09:34:55",Sold,13
517,Treeflex,497,4,Old,"Jacobson, Luettgen and Shields",NULL,NULL,46.8,http://dummyimage.com/114x100.png/5fa2dd/ffffff,"2021-07-31 20:41:09",Sold,18
518,Tresom,519,1,Old,"Stamm LLC","facilisi cras non velit nec nisi vulputate","ultrices vel augue vestibulum ante ipsum primis in faucibus orci",8.83,http://dummyimage.com/218x100.png/cc0000/ffffff,"2021-07-23 06:37:09",unSold,20
519,Fintone,372,3,New,Waelchi-Boyer,curabitur,duis,29.1,NULL,"2021-05-26 08:31:11",Sold,28
520,Veribet,763,9,New,"Greenfelder, Hartmann and Lueilwitz",NULL,NULL,70.71,http://dummyimage.com/195x100.png/ff4444/ffffff,"2021-08-23 18:15:34",unSold,87
521,Zontrax,226,8,New,"Wintheiser, Homenick and Lynch",blandit,NULL,2.42,http://dummyimage.com/138x100.png/5fa2dd/ffffff,"2020-09-29 05:33:04",Sold,81
522,Zoolab,460,5,Old,Dach-Leffler,"justo sit amet sapien dignissim vestibulum",NULL,87.56,http://dummyimage.com/108x100.png/5fa2dd/ffffff,"2021-08-03 16:28:53",Sold,7
523,Toughjoyfax,513,2,Old,"Orn Inc","mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus","ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean",76.46,http://dummyimage.com/118x100.png/dddddd/000000,"2020-09-26 04:16:55",Sold,14
524,Flowdesk,967,7,Old,"Wyman Inc","volutpat dui maecenas tristique est",NULL,72.48,http://dummyimage.com/236x100.png/ff4444/ffffff,"2021-03-30 11:50:29",unSold,69
525,Matsoft,303,5,New,"Cronin, Koss and Kutch","in eleifend",NULL,50.43,NULL,"2021-02-16 06:17:43",Sold,82
526,Tin,667,6,Old,Von-Beahan,NULL,"consequat dui nec nisi volutpat",14.05,http://dummyimage.com/126x100.png/dddddd/000000,"2020-07-01 17:05:40",Sold,57
527,Treeflex,148,4,Old,"Schroeder, Pfeffer and Hyatt","cras in purus eu magna vulputate luctus","mi nulla ac enim in tempor turpis nec",30.7,http://dummyimage.com/202x100.png/cc0000/ffffff,"2020-05-20 14:27:05",unSold,5
528,Sub-Ex,327,8,New,"Harber LLC","rutrum nulla nunc purus",nec,1.87,http://dummyimage.com/173x100.png/5fa2dd/ffffff,"2020-10-25 12:50:55",unSold,65
529,Namfix,391,3,New,"Cremin, Mertz and Lockman",NULL,"vestibulum sit amet cursus id turpis integer aliquet massa",72.9,http://dummyimage.com/222x100.png/dddddd/000000,"2020-04-23 05:15:23",Sold,65
530,Prodder,332,3,Old,"Ferry, Schamberger and DuBuque","dolor sit amet consectetuer adipiscing elit proin risus",lorem,29.1,http://dummyimage.com/246x100.png/dddddd/000000,"2021-03-18 00:17:53",unSold,5
531,Bitchip,240,5,New,"Green, Lueilwitz and Fritsch","ornare consequat lectus in est risus auctor",NULL,32.95,http://dummyimage.com/232x100.png/dddddd/000000,"2020-11-18 03:18:10",Sold,66
532,Konklux,851,7,New,McGlynn-Beier,"sapien ut nunc vestibulum ante ipsum primis in faucibus",NULL,98.17,http://dummyimage.com/135x100.png/cc0000/ffffff,"2020-11-01 08:15:52",Sold,89
533,Rank,132,9,Old,"Dibbert LLC",ante,NULL,31.92,http://dummyimage.com/202x100.png/5fa2dd/ffffff,"2021-07-26 14:03:02",Sold,83
534,Latlux,595,5,Old,Windler-Hettinger,"maecenas leo odio condimentum id luctus nec molestie","scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula",98.45,http://dummyimage.com/175x100.png/cc0000/ffffff,"2020-10-21 19:25:25",unSold,61
535,Viva,724,6,Old,"Kuphal, Robel and Klocko",NULL,"scelerisque mauris sit",23.9,http://dummyimage.com/153x100.png/ff4444/ffffff,"2020-06-26 08:20:28",Sold,38
536,Redhold,554,8,Old,Roob-Schaefer,"pellentesque ultrices mattis odio donec vitae nisi","id nisl venenatis lacinia aenean sit amet justo morbi",50.6,http://dummyimage.com/151x100.png/5fa2dd/ffffff,"2021-02-05 22:19:05",unSold,97
537,Hatity,232,2,New,Bins-Mayert,NULL,NULL,9.84,NULL,"2021-03-01 00:31:24",unSold,43
538,Cookley,357,9,New,Flatley-Stehr,"libero nullam sit amet turpis elementum ligula","ut blandit non interdum",87.76,http://dummyimage.com/168x100.png/5fa2dd/ffffff,"2021-06-22 05:14:59",unSold,19
539,Zamit,483,6,New,"Greenfelder, Beer and Jakubowski","libero rutrum ac lobortis",NULL,35.95,http://dummyimage.com/202x100.png/cc0000/ffffff,"2021-06-21 06:08:01",unSold,26
540,Transcof,701,6,New,Rempel-Kreiger,"nulla integer",NULL,9.75,http://dummyimage.com/125x100.png/5fa2dd/ffffff,"2021-02-08 01:34:49",Sold,10
541,Subin,845,1,Old,"Gaylord Inc","ultrices vel augue vestibulum ante",NULL,4.98,http://dummyimage.com/147x100.png/5fa2dd/ffffff,"2020-04-10 23:35:42",Sold,16
542,Konklux,487,8,New,"Crist, Lowe and Breitenberg","sed augue aliquam erat volutpat in congue","cras mi",91.47,http://dummyimage.com/190x100.png/5fa2dd/ffffff,"2020-10-13 09:25:00",unSold,54
543,Treeflex,97,1,Old,"Watsica LLC",NULL,"orci luctus et ultrices posuere cubilia curae",62.72,http://dummyimage.com/134x100.png/cc0000/ffffff,"2021-03-14 06:41:31",Sold,39
544,Cardify,817,2,New,Reichel-Harris,"proin eu mi nulla","accumsan odio curabitur convallis duis consequat dui nec",55.89,http://dummyimage.com/218x100.png/dddddd/000000,"2021-05-23 01:04:13",unSold,4
545,Tresom,801,3,Old,"Rolfson Group","auctor gravida sem praesent id massa","sit amet sapien",23.47,http://dummyimage.com/185x100.png/dddddd/000000,"2020-04-23 07:08:33",unSold,100
546,Redhold,163,5,Old,"Smith, Bechtelar and Howe","platea dictumst etiam faucibus cursus urna",NULL,85.19,http://dummyimage.com/163x100.png/5fa2dd/ffffff,"2020-09-05 22:53:24",unSold,2
547,Stringtough,750,2,Old,Waelchi-Crist,"sodales scelerisque mauris sit amet eros suspendisse accumsan tortor","eros viverra eget congue eget semper rutrum nulla",16.44,http://dummyimage.com/175x100.png/ff4444/ffffff,"2021-01-08 16:54:57",Sold,75
548,Zoolab,615,8,Old,Kuvalis-Effertz,"nec condimentum neque sapien placerat ante nulla justo","elementum eu interdum eu tincidunt in",42.4,http://dummyimage.com/232x100.png/5fa2dd/ffffff,"2020-04-07 12:48:43",unSold,43
549,Cardify,583,2,New,"Reichert Inc","in lectus pellentesque at nulla suspendisse potenti cras in purus","amet cursus id turpis integer aliquet",39.44,http://dummyimage.com/202x100.png/dddddd/000000,"2020-12-11 10:38:10",Sold,50
550,Biodex,491,7,New,"Nitzsche, Bartell and Mohr","ornare imperdiet sapien urna pretium nisl ut volutpat sapien","sapien cursus vestibulum proin eu mi nulla ac enim in",48.83,http://dummyimage.com/243x100.png/cc0000/ffffff,"2021-06-11 18:16:51",unSold,23
551,Latlux,441,1,Old,"Shields Group","luctus tincidunt",NULL,81.97,http://dummyimage.com/167x100.png/dddddd/000000,"2020-07-22 23:24:56",unSold,100
552,Opela,477,6,Old,"Orn Group","condimentum curabitur in libero ut massa volutpat convallis","porttitor pede justo eu massa donec",45.2,http://dummyimage.com/206x100.png/5fa2dd/ffffff,"2021-07-19 13:29:30",Sold,42
553,Matsoft,986,5,Old,"Spinka Group",NULL,NULL,66.65,http://dummyimage.com/106x100.png/cc0000/ffffff,"2021-08-28 23:10:46",unSold,98
554,Sonair,542,4,Old,"Parisian, Boyer and Wisozk","integer tincidunt ante vel ipsum praesent blandit lacinia erat","curae duis faucibus accumsan odio",41.93,http://dummyimage.com/152x100.png/dddddd/000000,"2021-01-03 15:56:30",unSold,50
555,Opela,610,1,New,"Johnston and Sons","tempus sit amet","morbi non lectus aliquam sit amet diam in magna",58.2,http://dummyimage.com/192x100.png/5fa2dd/ffffff,"2020-12-29 18:18:14",Sold,75
556,Trippledex,92,1,Old,"Torp, Kuvalis and Keeling","vestibulum ante ipsum primis in","nulla tellus in sagittis dui vel",32.64,http://dummyimage.com/162x100.png/dddddd/000000,"2020-03-10 06:50:16",Sold,96
